SourcePort,DestinationPort,Protocol,FlowDuration,TotalFwdPackets,TotalBackwardPackets,TotalLengthofFwdPackets,TotalLengthofBwdPackets,FwdPacketLengthMax,FwdPacketLengthMin,FwdPacketLengthStd,BwdPacketLengthMax,BwdPacketLengthMin,BwdPacketLengthStd,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,FwdHeaderLength,BwdHeaderLength,PacketLengthMean,PacketLengthStd,PacketLengthVariance,SYNFlagCount,RSTFlagCount,ACKFlagCount,URGFlagCount,CWEFlagCount,Down/UpRatio,AveragePacketSize,SubflowFwdPackets,SubflowFwdBytes,SubflowBwdPackets,SubflowBwdBytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,Inbound,Label,orig_pred,adv_pred,target_pred,orig_confidence,adv_confidence,perceptibility,perturbation_norm,best_iter
965.0,29644.001,17.0,958120.338,846.275,6.231,458.0,495456.255,229.0,229.0,8.862,357.15,3.519,9.142,207833.307,181169.711,678485.91,166379.281,541847.598,332435.009,380.506,581048.123,206144.077,978905.37,8971.416,409722.106,1043363.072,1.359,0.0,4017.654,4707.544,229.0,48.874,361708.641,0.0,0.0,0.0,0.0,0.0,0.055,343.5,774.041,57134.462,56.162,324470.036,179.137,441.859,174.0,43.503,392323.184,277273.566,378021.504,271484.784,576221.981,618931.309,750968.321,281305.299,1.0,NetBIOS,NetBIOS,-1,Benign,0.9999967813491821,0.40585821866989136,inf,inf,inf
36811.002,48120.0,6.0,1.0,1.0,46.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.667,0.0,7019443.168,0.0,0.0,3198003.269,3969897.904,0.0,0.0,0.0,1665543.865,1917234.305,0.0,14.0,0.0,1280.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6074.0,16861.0,-1.0,0.0,40.0,3103377.14,0.0,1321282.96,4362414.011,7912858.858,0.0,0.0,6321321.138,1.0,Syn,Syn,Benign,Benign,0.5604892373085022,0.387271523475647,0.0001838437165133655,0.2673376500606537,89.0
31122.999,47324.001,17.0,3846246.573,421.298,292.422,1732.0,177405.8,433.0,433.0,21.957,119.879,3.672,42.108,1251956.476,1775030.461,3660164.773,87501.796,3247441.138,1270327.675,1820594.676,3659960.48,252826.546,233114.068,480133.888,186173.979,30488.201,0.773,0.0,2843.403,2002.132,433.0,45.6,54253.369,0.0,0.0,0.0,0.0,0.0,0.105,541.25,31.366,58695.86,146.954,129846.855,309.093,198.995,57.88,6.923,376432.195,177134.815,627775.89,295691.453,112146.202,371849.209,779528.022,895864.216,1.0,MSSQL,MSSQL,-1,Benign,0.8357686400413513,0.6885371208190918,inf,inf,inf
44452.999,61843.002,6.0,1.0,1.0,46.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.667,0.0,4764481.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682255.407,0.0,0.0,41.0,0.0,1280.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,25197.0,-1.0,0.0,40.0,0.0,0.0,0.0,2294881.066,0.0,0.0,0.0,0.0,1.0,Syn,Syn,Benign,Benign,0.559897780418396,0.398425817489624,0.0002014148631133139,0.35181015729904175,227.0
35054.001,42106.998,17.0,1117489.314,207.583,252.15,996.0,47402.793,498.0,498.0,9.382,289.326,8.657,13.903,379583.426,559448.966,1164902.209,312938.587,366539.818,268578.515,600322.526,1155395.171,376302.544,188796.306,108277.285,345197.868,201287.225,2.301,0.0,1104.679,3407.723,498.0,18.862,387320.152,0.0,0.0,0.0,0.0,0.0,0.098,747.0,145.798,124310.933,236.792,25197.672,158.781,251.483,146.377,27.932,4655.064,310077.991,515465.432,79797.261,644931.156,575945.594,264732.254,391103.942,1.0,MSSQL,MSSQL,-1,Benign,0.9352235198020935,0.9483371376991272,inf,inf,inf
33038.0,36829.001,6.0,1.0,1.0,46.0,12.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.667,0.0,6255158.78,0.0,0.0,2984850.489,4648408.817,0.0,0.0,0.0,1802830.345,1581008.926,0.0,14.0,0.0,1280.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,1.0,0.0,46.0,6074.0,17045.0,-1.0,0.0,40.0,3001844.065,0.0,788512.001,4153504.856,7674895.585,0.0,0.0,5776947.952,1.0,Syn,Syn,Benign,Benign,0.5613762140274048,0.4038812220096588,3.3651536796242e-05,0.26674631237983704,87.0
43348.001,59009.002,6.0,251618.009,1.0,46.0,12.0,6074.0,6.0,6.0,0.0,0.0,0.0,0.0,0.667,0.0,4562376.948,0.0,1014036.955,1579320.587,2417442.675,797150.98,2266287.968,0.0,1890231.229,2313141.307,0.0,12.0,0.0,1280.0,1416.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.5,1.0,0.0,46.0,6074.0,12321.0,-1.0,0.0,40.0,2137422.195,0.0,3133294.105,2550429.986,3945677.113,941501.388,0.0,3635002.026,1.0,Syn,Syn,Benign,Benign,0.5604859590530396,0.42050302028656006,0.00015482809976674616,0.17905327677726746,25.0
24984.999,47674.999,17.0,1152680.665,612.813,286.093,1228.0,391353.567,614.0,614.0,4.267,163.262,2.484,68.753,148269.181,597742.899,181268.814,233440.179,733263.647,285189.592,27174.647,743164.939,207628.637,567906.529,9365.063,673557.147,644574.904,1.59,0.0,5038.51,4512.514,614.0,51.002,427813.99,0.0,0.0,0.0,0.0,0.0,0.183,921.0,141.286,126517.133,120.41,209253.142,494.985,602.817,145.964,434.001,88595.118,179351.805,386993.194,352036.819,650468.698,161538.926,491829.847,136646.526,1.0,MSSQL,MSSQL,-1,Benign,0.9915745854377747,0.9816949367523193,inf,inf,inf
987.0,43360.999,17.0,919546.499,336.39,113.088,2944.0,536936.105,1472.0,1472.0,3.967,97.73,9.717,27.911,60914.454,220666.827,415741.661,321279.557,1190596.319,33435.055,667947.248,761322.405,271041.609,791917.359,38432.925,178126.49,313563.816,1.363,0.0,937.371,5400.856,1472.0,3.721,249468.203,0.0,0.0,0.0,0.0,0.0,0.118,2208.0,124.041,27696.888,179.535,513320.229,459.524,37.226,30.98,22.015,237900.2,396429.139,525203.137,104899.678,233539.629,683557.019,1167754.909,18530.544,1.0,LDAP,LDAP,-1,Benign,0.9861329793930054,0.9789581298828125,inf,inf,inf
51029.001,9935.0,17.0,554976.655,18.484,11.394,750.0,303311.212,375.0,375.0,6.595,121.201,8.868,65.312,18878.384,370492.03,731200.396,119508.809,671636.938,377170.199,186169.855,393707.51,98003.27,431933.958,214961.592,391765.791,1033607.14,0.786,0.0,1461.942,658.639,375.0,2.725,198017.918,0.0,0.0,0.0,0.0,0.0,0.176,562.5,682.05,9987.46,43.664,238326.96,480.288,461.228,57.165,20.06,176558.684,98115.715,71278.927,249614.75,1145580.201,517274.773,606060.934,786483.329,1.0,UDP,UDP,-1,Benign,0.8986987471580505,0.8730593919754028,inf,inf,inf
18969.999,35143.999,6.0,1.0,1.0,46.0,12.0,0.0,6.0,6.0,0.0,104.0,6.0,322.844,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7928318.24,0.0,11561192.141,41721577.66,98.0,0.0,1280.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,29766.0,-1.0,0.0,40.0,0.0,0.0,0.0,1432771.952,57756978.23,0.0,0.0,20108777.718,1.0,Syn,Syn,Benign,Benign,0.5692755579948425,0.3076949417591095,0.000296378624625504,0.03976377844810486,816.0
32848.001,57117.0,17.0,469289.329,559.957,221.218,802.0,165100.276,401.0,401.0,14.555,79.909,14.058,44.712,63235.397,349235.634,534030.542,2096.435,125037.085,293050.641,557567.43,183751.519,36214.816,801102.684,199073.594,667937.372,52327.641,1.124,0.0,3407.141,2106.229,401.0,45.268,137496.648,0.0,0.0,0.0,0.0,0.0,0.06,601.5,716.555,128384.761,142.316,471576.404,625.17,331.683,1.694,24.334,96823.228,58133.337,633964.341,363150.676,50198.081,348693.155,127141.916,83358.171,1.0,UDP,UDP,-1,Benign,0.9017910957336426,0.6845747232437134,inf,inf,inf
945.0,44136.998,17.0,948125.649,283.218,115.379,458.0,18221.711,229.0,229.0,17.476,235.392,2.407,29.207,225059.587,290910.68,135253.882,1661.44,773054.123,352541.907,223788.228,375419.448,70139.413,903932.749,418903.666,400542.776,209312.68,1.176,0.0,3109.532,5669.302,229.0,33.47,91085.673,0.0,0.0,0.0,0.0,0.0,0.003,343.5,737.005,25745.672,140.151,92950.261,37.78,271.312,157.634,4.844,377701.298,76519.591,378194.49,123661.061,390426.454,528407.266,195553.192,170461.291,1.0,NetBIOS,NetBIOS,-1,Benign,0.9999938011169434,0.4401724636554718,inf,inf,inf
61091.999,443.0,6.0,1.0,418.0,5119.0,37.0,2146328.06,31.0,6.0,0.0,0.0,0.0,0.0,0.5,508058.505,1.0,0.0,0.0,0.0,27665.408,713665.983,0.0,7154150.097,0.0,0.0,901726.996,0.0,1.0,0.0,79449.002,22.667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.0,1103.0,0.0,5749.0,2097437.035,14406.0,-1.0,0.0,28.0,0.0,1726647.302,0.0,0.0,1318357.059,2560697.844,0.0,0.0,0.0,Benign,Benign,UDPLag,UDPLag,1.0,0.5018553733825684,0.00011437758803367615,0.29143479466438293,26.0
18028.001,38336.001,6.0,1.0,1.0,46.0,12.0,0.0,6.0,6.0,0.0,544.0,0.0,322.844,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5948669.876,0.0,11305144.261,36408084.428,98.0,0.0,1280.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,1.0,0.0,0.0,0.0,28046.0,-1.0,0.0,40.0,0.0,0.0,0.0,1378738.04,56975204.48,0.0,0.0,19983812.802,1.0,Syn,Syn,Benign,Benign,0.5962401628494263,0.2969062924385071,0.00015085330232977867,0.8047374486923218,732.0
62878.999,62796.999,17.0,145985.059,274.251,29.799,914.0,550724.049,457.0,457.0,21.906,165.44,4.62,24.096,100865.515,670735.579,1031132.5,232624.514,543748.164,253623.334,513602.351,422483.41,346534.15,261596.801,121827.62,621421.441,161847.042,2.404,0.0,4011.779,4850.16,457.0,58.034,365772.087,0.0,0.0,0.0,0.0,0.0,0.052,685.5,741.825,13492.038,136.097,255540.708,532.853,371.867,187.515,21.522,205956.0,372838.711,44235.128,210825.806,473974.108,78653.327,162529.251,1108202.135,1.0,MSSQL,MSSQL,-1,Benign,0.9856167435646057,0.9851743578910828,inf,inf,inf
57670.002,443.0,6.0,11866683.689,1.0,10030.0,1355.0,8573432.852,545.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,5529109.167,0.0,0.0,5148527.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15769.001,60.778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.115,6494.0,0.0,11427.0,3279553.996,25440.0,-1.0,0.0,0.0,250391.774,1175310.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign,UDPLag,UDPLag,1.0,0.400225430727005,0.00014816364273428917,0.5274199843406677,207.0
929.0,45779.001,17.0,851067.382,727.784,14.837,458.0,153361.801,229.0,229.0,10.899,162.175,0.99,10.264,304250.339,621238.678,376782.685,138641.76,148395.61,57730.74,532068.354,1015588.761,5100.908,732352.781,490077.84,267835.924,461942.486,0.894,0.0,3488.175,3670.327,229.0,65.446,347814.919,0.0,0.0,0.0,0.0,0.0,0.107,343.5,709.748,138435.948,292.522,440536.729,210.957,509.189,115.525,44.713,200703.238,319999.361,146187.883,80749.315,424656.853,196406.611,1171947.135,256103.975,1.0,NetBIOS,NetBIOS,-1,Benign,0.9999978542327881,0.4699179232120514,inf,inf,inf
39222.998,42864.998,17.0,344570.151,827.487,34.248,1398.0,371857.663,369.0,330.0,32.192,154.807,7.899,32.912,286488.682,252894.153,763160.46,207883.185,816103.479,123428.736,682752.253,685051.038,54057.466,403231.704,210575.887,290389.748,184761.957,1.316,0.0,742.791,3088.098,345.6,69.69,324906.631,0.0,0.0,0.0,0.0,0.0,0.118,432.0,62.719,35598.898,159.183,445786.01,405.464,157.341,149.83,18.891,4536.538,401136.004,4015.899,395842.379,12918.27,146941.378,1068124.221,176696.904,1.0,UDP,UDP,-1,Benign,0.9098585247993469,0.8846325874328613,inf,inf,inf
54256.0,32535.0,17.0,1100145.151,753.962,68.866,914.0,189395.557,457.0,457.0,10.792,108.236,10.825,62.846,213281.033,624287.929,174156.008,367226.995,10351.527,162652.675,24810.662,425693.325,201285.544,751905.501,34161.437,29202.165,817830.12,0.309,0.0,579.21,684.154,457.0,37.648,403578.095,0.0,0.0,0.0,0.0,0.0,0.205,685.5,66.898,59648.243,31.623,402592.415,356.511,400.653,150.85,7.71,220418.154,84592.722,514018.368,12281.972,339239.368,511291.13,1012018.872,202575.799,1.0,MSSQL,MSSQL,-1,Benign,0.9293614625930786,0.9371192455291748,inf,inf,inf
57230.999,53.0,17.0,1.0,1.0,1735.0,74.0,589441.978,37.0,37.0,122.27,486.0,65.0,209.835,0.5,0.0,1.0,0.0,0.0,0.0,313813.078,505415.998,0.0,2732731.018,318310.851,863706.984,1583113.049,0.0,0.0,14648.001,27367.0,64.6,155.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.75,1.0,0.0,1627.0,180070.995,-1.0,4.0,0.0,26.0,0.0,349187.757,0.0,0.0,622340.3,1951164.16,63899.001,966428.009,0.0,Benign,Benign,UDP,UDP,1.0,0.6765311360359192,0.000313085678499192,0.13489435613155365,6.0
59149.0,43257.0,17.0,1096600.948,432.157,86.573,892.0,76039.987,446.0,446.0,17.753,365.949,11.265,31.693,320490.631,124441.706,493578.757,155194.76,959693.889,209103.425,128028.937,606146.967,323710.59,872283.672,213649.395,517169.794,656997.431,1.587,0.0,4315.889,126.94,446.0,41.969,254051.455,0.0,0.0,0.0,0.0,0.0,0.162,669.0,359.567,61337.891,55.768,181429.127,245.459,288.437,1.826,15.764,111562.903,349024.997,648356.126,54344.727,1085329.037,684621.838,892854.977,785773.503,1.0,MSSQL,MSSQL,-1,Benign,0.9402959942817688,0.9653422832489014,inf,inf,inf
46726.0,4862.0,17.0,410440.122,619.996,216.28,750.0,407048.355,375.0,375.0,2.328,69.34,2.066,39.821,338998.437,555660.388,756525.13,58067.386,824810.368,1680.25,527085.468,80279.215,47313.222,444652.111,400703.243,718599.213,1178008.378,2.15,0.0,3947.875,2864.441,375.0,45.699,57820.142,0.0,0.0,0.0,0.0,0.0,0.051,562.5,364.297,91890.242,177.182,99349.109,458.001,396.957,120.382,15.743,340226.88,264703.868,601163.086,329379.444,360175.295,312502.632,342638.051,388689.751,1.0,UDP,UDP,-1,Benign,0.898118793964386,0.873420774936676,inf,inf,inf
576.0,57332.0,17.0,54260.206,693.786,292.118,2944.0,518070.972,1472.0,1472.0,14.97,22.229,10.512,22.619,323788.887,133151.148,1104948.677,124677.626,38230.165,289325.922,367257.849,290675.884,180684.947,1054627.164,218746.173,183744.595,661808.184,2.254,0.0,506.329,3260.926,1472.0,21.114,384452.76,0.0,0.0,0.0,0.0,0.0,0.043,2208.0,176.405,94845.253,253.975,148110.316,389.306,622.594,3.92,13.401,290363.767,37080.07,44190.176,8941.053,210807.985,480658.749,603616.126,80436.669,1.0,LDAP,LDAP,-1,Benign,0.9902567863464355,0.9816691279411316,inf,inf,inf
1020.0,60336.001,17.0,1.0,31.0,34.0,458.0,0.0,229.0,229.0,164.049,976.0,6.0,0.0,7559553.153,0.0,1.0,203.0,30188286.422,2492583.026,0.0,0.0,0.0,0.0,225905.359,0.0,2026683.101,3.0,0.0,1008.0,0.0,229.0,237.597,0.0,0.0,0.0,0.0,0.0,0.0,3.0,343.5,1.0,0.0,0.0,4378.0,-1.0,247.0,20.0,0.0,12414.0,8433.662,12414.0,12414.0,0.0,0.0,0.0,0.0,1.0,NetBIOS,NetBIOS,Benign,Benign,0.9999949932098389,0.4861067533493042,0.00025201603421010077,0.35951972007751465,310.0
51722.0,443.0,6.0,1.0,1407.0,4862.0,92.0,1659998.032,46.0,0.0,0.0,0.0,0.0,0.0,0.5,351454.156,1.0,0.0,0.0,0.0,0.0,1220723.037,0.0,7383049.079,0.0,0.0,822715.005,2.0,1.0,2046.0,71517.002,32.857,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.333,582.0,0.0,5409.0,1681174.95,-1.0,681.0,0.0,38.0,0.0,1133542.905,0.0,0.0,465258.92,1631786.269,0.0,0.0,0.0,Benign,Benign,UDPLag,UDPLag,1.0,0.44878655672073364,7.886382809374481e-05,0.27281633019447327,20.0
54249.001,59036.002,17.0,25943.108,17.203,134.445,854.0,109.948,427.0,427.0,1.238,208.334,14.131,43.895,329125.233,91158.437,884297.91,212471.043,582844.228,153466.755,36696.803,456750.108,65614.295,1009572.927,161385.536,589096.866,360313.754,0.832,0.0,1654.811,4388.547,427.0,12.001,332749.014,0.0,0.0,0.0,0.0,0.0,0.061,640.5,838.775,85303.027,150.166,462965.231,100.562,587.636,179.709,34.417,192017.465,367413.682,73163.095,158639.243,613362.938,630888.415,853289.753,569104.79,1.0,MSSQL,MSSQL,-1,Benign,0.7181639671325684,0.5192797780036926,inf,inf,inf
62673.001,44846.999,6.0,300354.008,46.0,46.0,12.0,0.0,6.0,6.0,0.0,0.0,6.0,19.187,329692.843,245831.704,2901240.978,0.0,2127727.935,836134.375,1363459.379,1242930.999,0.0,1819148.978,973665.708,797957.735,0.0,3.0,0.0,1280.0,1416.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.5,46.0,0.0,46.0,6074.0,10043.0,-1.0,0.0,40.0,1835091.359,0.0,3044710.127,1822776.985,1738343.472,270506.028,0.0,1733492.05,1.0,Syn,Syn,Benign,Benign,0.5794979929924011,0.4746911823749542,0.00025120883947238326,0.1126580610871315,8.0
927.0,6462.0,17.0,1.0,1.0,34.0,458.0,0.0,229.0,229.0,164.049,976.0,6.0,292.605,9162275.772,0.0,1.0,203.0,0.0,0.0,0.0,0.0,203.0,0.0,225905.359,0.0,0.0,3.0,0.0,1008.0,0.0,229.0,237.597,0.0,0.0,0.0,0.0,0.0,0.0,3.0,343.5,1.0,0.0,0.0,0.0,-1.0,247.0,20.0,0.0,12414.0,8433.662,12414.0,12414.0,0.0,0.0,0.0,6686311.853,1.0,NetBIOS,NetBIOS,Benign,Benign,0.9999817609786987,0.4012579023838043,0.00014956813538447022,0.289562463760376,804.0
803.0,4421.0,17.0,1.0,31.0,34.0,458.0,0.0,229.0,229.0,164.049,976.0,6.0,0.0,5630557.437,1378330.251,1.0,203.0,0.0,690120.819,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,0.0,229.0,237.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.5,31.0,0.0,0.0,4378.0,-1.0,-1.0,20.0,0.0,12414.0,8433.662,12414.0,12414.0,0.0,0.0,0.0,4110335.884,1.0,NetBIOS,NetBIOS,Benign,Benign,0.9999784231185913,0.35607749223709106,0.00023220275761559606,0.17389221489429474,199.0
55081.999,80.0,6.0,2520565.052,1.0,7415.0,0.0,2308440.028,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1898683.032,0.0,0.0,204544.768,0.0,2189600.999,0.0,13856334.238,1679255.347,3071002.138,3424168.982,0.0,0.0,0.0,84479.001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2335.0,0.0,7286.0,0.0,4477.0,28421.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,4091681.202,1613048.014,0.0,0.0,Benign,Benign,UDPLag,UDPLag,1.0,0.35228779911994934,0.00028042506892234087,0.4145840108394623,49.0
